1	3	8.025990	5.988173	-7.759920	3.905189	-1.732689	-6.864540	-2.542538	3.905193	-1.732689	-9.593227	6.522953	8.017208
3	3	7.624724	6.775370	-9.130045	-4.460598	-3.403796	-4.165036	-2.621908	-4.460594	-3.403796	-10.371270	5.639825	8.047058
6	3	5.897928	8.379458	-8.574214	-4.091885	5.897928	6.148818	2.325484	6.252738	-3.932887	-6.089964	7.373090	6.459392
8	3	-3.493765	-8.849287	-2.920094	5.788789	4.597179	6.282707	-11.801913	-0.288800	-3.493765	-8.987400	2.940908	7.074151
11	3	-3.651948	-4.457157	-4.958104	-5.788292	-3.651949	-8.289327	5.803750	6.269128	6.136929	6.483132	-9.940134	-5.795756
14	3	-6.090741	-5.378846	-6.363205	-3.026215	5.539911	6.074135	-9.245305	-3.026215	-6.092980	-10.813053	4.732039	5.694078
15	3	-1.273728	-12.753764	7.096150	6.340181	-1.273728	-8.128551	1.763155	0.303444	5.093836	3.584650	-3.520286	-3.260940
20	3	-4.993030	-9.845015	5.564097	6.925780	6.459196	7.312483	-8.485992	1.501701	-4.993027	-5.684557	-4.200296	1.524864
22	3	-7.854886	-4.974183	-4.565159	2.623492	-7.854890	-11.402954	7.950468	9.857012	5.320874	3.049936	-7.945163	2.623492
23	3	-3.022817	-1.410224	-5.280879	-5.688919	7.796240	4.724225	-10.010257	-5.688919	-4.727201	-5.091557	6.787284	6.573345
24	3	-4.769200	-0.336404	-0.016793	-3.198476	6.384827	7.901103	-6.719376	-6.055649	-5.409921	-7.008408	6.480069	4.190740
25	3	6.859539	6.323645	0.197064	-8.699633	-5.268155	-4.556501	2.932155	-2.210745	6.859539	6.323650	-5.954854	-8.742686
30	3	-1.040416	-1.482147	-3.570148	-6.177501	-0.017899	3.636768	-3.600023	-6.177504	6.252832	8.223104	-9.091382	-6.177540
31	3	4.539636	-5.236922	5.706213	7.319126	5.587275	-1.722938	-1.731169	-2.182989	8.102941	4.702343	-1.731788	-2.182990
32	3	-4.725580	-4.944423	6.913540	2.138900	7.135192	5.798536	-9.706494	-5.077926	-4.725520	-4.295341	-3.616064	-5.077625
33	3	-4.889296	-1.720038	-4.940570	-1.713430	8.073440	6.259533	-10.765444	-1.713446	-4.889302	-8.329384	3.384230	8.143324
35	3	4.916710	5.655280	-0.947681	-0.633741	2.147217	1.239342	6.916819	5.419777	3.783026	2.112405	6.118609	5.419777
37	3	-5.408016	-9.600659	5.338633	9.044353	-5.407081	-5.611631	-2.434166	-0.857625	0.023345	2.141821	-2.437452	-0.857625
38	3	5.905986	7.229891	-12.834191	-1.503552	-0.884198	-1.734251	-6.805141	-1.503550	-0.885294	-7.743469	5.157580	6.353342
44	3	-4.325698	-11.074168	6.627071	6.089878	-4.325698	-8.986274	-4.231897	-5.967851	8.153766	3.699759	-7.447656	-5.968038
46	3	7.644234	8.100188	-13.376414	-2.964447	-4.358109	-9.677380	4.645794	7.583968	-4.298973	-3.661900	-6.509634	-2.419086
48	3	-6.304173	-9.766184	7.802833	6.981764	6.604371	7.152846	-8.396578	0.588604	-6.301270	-5.220427	-2.223630	0.609288
52	3	-2.596110	-9.803434	5.715371	4.795860	-2.596110	-6.853598	-2.538043	-3.523651	7.070422	4.562065	-8.951172	-3.527718
54	3	-4.312932	-11.865290	5.367195	8.182167	-2.107662	-6.198939	-4.124661	-1.034282	5.438548	3.743051	-10.326307	-1.458675
56	3	6.997540	7.497042	-8.407029	-0.854921	0.749178	1.739540	6.104029	5.485952	-3.853228	-3.139259	6.104082	5.485956
59	3	-4.885546	-10.017546	6.812000	8.086779	-4.885546	-5.509048	-2.687665	-2.663605	7.712267	6.562941	-5.914719	-2.757948
60	3	-2.877004	-12.685276	6.116380	9.122784	-2.877004	-6.076187	-3.291610	-3.101308	5.140998	3.609759	-7.294907	-3.101319
62	3	8.468731	8.975028	-6.100503	-1.060282	0.045078	-7.785630	4.003264	7.385817	0.045078	-2.153204	-0.371670	-0.943472
69	3	-3.253575	-9.260331	6.023232	7.426150	-3.237792	-5.494059	0.042070	-4.017226	7.359292	5.466336	-12.312177	-4.184993
70	3	-0.077408	6.882009	-5.118658	-5.482716	6.369594	8.321484	-11.034771	-6.201431	-0.102224	6.188842	7.475461	6.335773
71	3	-5.569176	-12.913499	6.855022	6.809379	-5.569125	-6.420666	-1.785319	-3.166355	6.228723	6.081502	-7.481920	-3.166593
72	3	-2.675921	-4.196590	-2.901502	-7.975558	7.299792	6.867416	-6.460414	-7.976006	-2.675921	-4.196590	2.880290	-2.440642
73	3	5.309279	0.207560	3.221795	7.921859	-0.540976	-6.490318	6.385205	8.094172	5.384647	7.740576	-3.503071	1.740702
77	3	-2.285052	-7.179063	-7.203281	-6.480014	6.382273	4.084054	-13.448280	-6.480014	-2.294457	-11.570789	3.029542	5.104620
78	3	-3.789610	-6.284380	-4.082606	-0.823775	6.101010	6.134599	-6.958869	-0.824526	-3.789610	-11.708816	4.766392	7.601934
80	3	-1.379544	3.836567	-6.372036	-4.234362	4.252007	6.028718	-9.459766	-4.234362	-4.351405	-2.805961	6.624466	7.516550
83	3	-4.956950	-11.270778	8.297756	5.531176	6.042296	6.233604	-4.696800	-6.064041	-4.679965	-5.608643	-1.685604	-2.415372
92	3	7.567357	7.517200	-9.930028	-2.510602	-3.784135	-9.498271	6.754404	5.301460	-3.730156	-3.580001	-4.170105	-2.510602
94	3	-5.045718	-0.240091	-5.319535	-1.683110	-5.046102	-5.779809	5.272212	4.634595	5.427283	7.082144	-7.497499	-1.683110
96	3	7.685768	5.765803	-7.992309	-1.945848	4.632021	-7.124970	4.058403	6.081687	-0.204219	-10.037813	7.009523	6.081814
